rank,title,artist,song_id,year_month,genre,month,year,season
8,소나기,이클립스 (ECLIPSE),37390939,202409,발라드,9,2024,가을
9,Small girl (feat. 도경수(D.O.)),이영지,37657039,202409,기타,9,2024,가을
10,Sticky,KISS OF LIFE,37693124,202409,댄스,9,2024,가을
11,예뻤어,DAY6 (데이식스),30232719,202409,록,9,2024,가을
12,Supernatural,NewJeans,37659322,202409,기타,9,2024,가을
13,고민중독,QWER,37373234,202409,록,9,2024,가을
14,나는 아픈 건 딱 질색이니까,i-dle (아이들),37138469,202409,댄스,9,2024,가을
15,천상연,이창섭,37228861,202409,발라드,9,2024,가을
16,첫 만남은 계획대로 되지 않아,TWS (투어스),37140709,202409,댄스,9,2024,가을
17,Supersonic,프로미스나인,37884934,202409,댄스,9,2024,가을
18,Magnetic,아일릿(ILLIT),37347911,202409,댄스,9,2024,가을
19,Armageddon,aespa,37524038,202409,댄스,9,2024,가을
20,Bubble Gum,NewJeans,37464459,202409,댄스,9,2024,가을
21,해야 (HEYA),IVE (아이브),37463572,202409,댄스,9,2024,가을
22,슬픈 초대장,순순희(지환),37069064,202409,발라드,9,2024,가을
23,SPOT! (feat. JENNIE),지코 (ZICO),37460832,202409,기타,9,2024,가을
24,Love wins all,아이유,37145732,202409,발라드,9,2024,가을
25,에피소드,이무진,37053556,202409,록,9,2024,가을
26,비의 랩소디,임재현,37023625,202409,발라드,9,2024,가을
27,미안해 미워해 사랑해,Crush,37344905,202409,발라드,9,2024,가을
28,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),36699489,202409,발라드,9,2024,가을
29,Hype Boy,NewJeans,35454426,202409,댄스,9,2024,가을
30,Boom Boom Bass,RIIZE,37640352,202409,댄스,9,2024,가을
31,헤어지자 말해요,박재정,36382580,202409,발라드,9,2024,가을
32,별별별 (See that?),NMIXX,37900204,202409,댄스,9,2024,가을
33,I AM,IVE (아이브),36356993,202409,댄스,9,2024,가을
34,내가 S면 넌 나의 N이 되어줘,TWS (투어스),37667860,202409,댄스,9,2024,가을
35,사랑은 늘 도망가,임영웅,34061322,202409,발라드,9,2024,가을
36,너의 모든 순간,성시경,4446485,202409,발라드,9,2024,가을
37,WAY 4 LUV,PLAVE,37248283,202409,록,9,2024,가을
38,다정히 내 이름을 부르면,"경서예지, 전건호",33496587,202409,발라드,9,2024,가을
39,To. X,태연 (TAEYEON),37003911,202409,R&B,9,2024,가을
40,주저하는 연인들을 위해,잔나비,31666417,202409,인디,9,2024,가을
41,Ditto,NewJeans,35945927,202409,댄스,9,2024,가을
42,ETA,NewJeans,36635522,202409,댄스,9,2024,가을
43,인사,범진,34451383,202409,발라드,9,2024,가을
44,Seven (feat. Latto) - Clean Ver.,정국,36617841,202409,댄스,9,2024,가을
45,오래된 노래,"허각, 임한별, 이무진, 이진성 (먼데이 키즈), 김희재, #안녕",37635628,202409,발라드,9,2024,가을
46,사랑인가 봐,멜로망스,34657844,202409,발라드,9,2024,가을
47,사건의 지평선,윤하 (YOUNHA),34819473,202409,록,9,2024,가을
48,Drama,aespa,36956630,202409,댄스,9,2024,가을
49,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,30962526,202409,발라드,9,2024,가을
50,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),32061975,202409,발라드,9,2024,가을
51,Attention,NewJeans,35454425,202409,댄스,9,2024,가을
52,Pump Up The Volume!,PLAVE,37907939,202409,록,9,2024,가을
53,Super Shy,NewJeans,36599950,202409,댄스,9,2024,가을
54,취중고백,김민석 (멜로망스),34431086,202409,발라드,9,2024,가을
55,CRAZY,LE SSERAFIM (르세라핌),37943763,202409,댄스,9,2024,가을
56,밤양갱,비비 (BIBI),37194943,202409,R&B,9,2024,가을
57,청혼하지 않을 이유를 못 찾았어,이무진,37375706,202409,발라드,9,2024,가을
58,Spicy,aespa,36416114,202409,댄스,9,2024,가을
59,사막에서 꽃을 피우듯,우디 (Woody),36616378,202409,발라드,9,2024,가을
60,I Don't Think That I Like Her,Charlie Puth,35640751,202409,기타,9,2024,가을
61,퀸카 (Queencard),i-dle (아이들),36430773,202409,댄스,9,2024,가을
62,LOVE DIVE,IVE (아이브),34847378,202409,댄스,9,2024,가을
63,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),36110996,202409,댄스,9,2024,가을
64,SHEESH,BABYMONSTER,37373808,202409,R&B,9,2024,가을
65,Perfect Night,LE SSERAFIM (르세라핌),36910957,202409,댄스,9,2024,가을
66,우리 영화,PLAVE,37248286,202409,기타,9,2024,가을
67,Love 119,RIIZE,37098744,202409,댄스,9,2024,가을
68,Get A Guitar,RIIZE,36717264,202409,댄스,9,2024,가을
69,Girls Never Die,tripleS (트리플에스),37497123,202409,댄스,9,2024,가을
70,우리들의 블루스,임영웅,34908740,202409,발라드,9,2024,가을
71,Love Lee,AKMU (악뮤),36713849,202409,댄스,9,2024,가을
72,꿈,태연 (TAEYEON),37064763,202409,발라드,9,2024,가을
73,Congratulations,DAY6 (데이식스),7844374,202409,록,9,2024,가을
74,그녀가 웃었다,DAY6 (데이식스),37946922,202409,록,9,2024,가을
75,Dynamite,방탄소년단,32872978,202409,댄스,9,2024,가을
76,Live My Life,aespa,37524049,202409,록,9,2024,가을
77,OMG,NewJeans,35985167,202409,댄스,9,2024,가을
78,From,PLAVE,37248285,202409,발라드,9,2024,가을
79,봄날,방탄소년단,30244931,202409,기타,9,2024,가을
80,온기,임영웅,37491072,202409,발라드,9,2024,가을
81,모래 알갱이,임영웅,36502910,202409,발라드,9,2024,가을
82,다시 만날 수 있을까,임영웅,35008524,202409,발라드,9,2024,가을
83,이제 나만 믿어요,임영웅,32508053,202409,기타,9,2024,가을
84,Watch Me Woo!,PLAVE,37248282,202409,록,9,2024,가을
85,Home,임영웅,37491071,202409,댄스,9,2024,가을
86,MANIAC,VIVIZ (비비지),36930793,202409,댄스,9,2024,가을
87,플러팅,황인욱,37820769,202409,발라드,9,2024,가을
88,Cosmic,Red Velvet (레드벨벳),37660874,202409,댄스,9,2024,가을
89,그랬나봐,유회승 (엔플라잉),37489444,202409,발라드,9,2024,가을
90,Accendio,IVE (아이브),37463573,202409,댄스,9,2024,가을
91,무지개,임영웅,35008525,202409,록,9,2024,가을
92,여섯 번째 여름,PLAVE,36729687,202409,록,9,2024,가을
93,괴물,DAY6 (데이식스),37946920,202409,록,9,2024,가을
94,버추얼 아이돌,PLAVE,37248284,202409,기타,9,2024,가을
95,Do or Die,임영웅,36855841,202409,댄스,9,2024,가을
96,Midas Touch,KISS OF LIFE,37379018,202409,댄스,9,2024,가을
97,London Boy,임영웅,35834583,202409,록,9,2024,가을
98,네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),37668675,202409,록,9,2024,가을
99,MEOW,MEOVV (미야오),37973745,202409,기타,9,2024,가을
100,위태로울걸,오반(OVAN),37937762,202409,기타,9,2024,가을
1,Supernova,aespa,37524037,202408,댄스,8,2024,여름
2,클락션 (Klaxon),i-dle (아이들),37737619,202408,댄스,8,2024,여름
3,How Sweet,NewJeans,37563682,202408,댄스,8,2024,여름
4,Sticky,KISS OF LIFE,37693124,202408,댄스,8,2024,여름
5,Small girl (feat. 도경수(D.O.)),이영지,37657039,202408,기타,8,2024,여름
6,Supernatural,NewJeans,37659322,202408,기타,8,2024,여름
7,소나기,이클립스 (ECLIPSE),37390939,202408,발라드,8,2024,여름
8,한 페이지가 될 수 있게,DAY6 (데이식스),31927275,202408,록,8,2024,여름
9,고민중독,QWER,37373234,202408,록,8,2024,여름
10,Bubble Gum,NewJeans,37464459,202408,댄스,8,2024,여름
11,나는 아픈 건 딱 질색이니까,i-dle (아이들),37138469,202408,댄스,8,2024,여름
12,Armageddon,aespa,37524038,202408,댄스,8,2024,여름
13,Welcome to the Show,DAY6 (데이식스),37323943,202408,록,8,2024,여름
14,Magnetic,아일릿(ILLIT),37347911,202408,댄스,8,2024,여름
15,첫 만남은 계획대로 되지 않아,TWS (투어스),37140709,202408,댄스,8,2024,여름
16,해야 (HEYA),IVE (아이브),37463572,202408,댄스,8,2024,여름
17,SPOT! (feat. JENNIE),지코 (ZICO),37460832,202408,기타,8,2024,여름
18,예뻤어,DAY6 (데이식스),30232719,202408,록,8,2024,여름
19,천상연,이창섭,37228861,202408,발라드,8,2024,여름
20,에피소드,이무진,37053556,202408,록,8,2024,여름
21,미안해 미워해 사랑해,Crush,37344905,202408,발라드,8,2024,여름
22,Hype Boy,NewJeans,35454426,202408,댄스,8,2024,여름
23,슬픈 초대장,순순희(지환),37069064,202408,발라드,8,2024,여름
24,Love wins all,아이유,37145732,202408,발라드,8,2024,여름
25,Boom Boom Bass,RIIZE,37640352,202408,댄스,8,2024,여름
26,비의 랩소디,임재현,37023625,202408,발라드,8,2024,여름
27,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),36699489,202408,발라드,8,2024,여름
28,I AM,IVE (아이브),36356993,202408,댄스,8,2024,여름
29,내가 S면 넌 나의 N이 되어줘,TWS (투어스),37667860,202408,댄스,8,2024,여름
30,ETA,NewJeans,36635522,202408,댄스,8,2024,여름
31,헤어지자 말해요,박재정,36382580,202408,발라드,8,2024,여름
32,To. X,태연 (TAEYEON),37003911,202408,R&B,8,2024,여름
33,Seven (feat. Latto) - Clean Ver.,정국,36617841,202408,댄스,8,2024,여름
34,오래된 노래,"허각, 임한별, 이무진, 이진성 (먼데이 키즈), 김희재, #안녕",37635628,202408,발라드,8,2024,여름
35,Attention,NewJeans,35454425,202408,댄스,8,2024,여름
36,Super Shy,NewJeans,36599950,202408,댄스,8,2024,여름
37,밤양갱,비비 (BIBI),37194943,202408,R&B,8,2024,여름
38,너의 모든 순간,성시경,4446485,202408,발라드,8,2024,여름
39,사랑은 늘 도망가,임영웅,34061322,202408,발라드,8,2024,여름
40,Ditto,NewJeans,35945927,202408,댄스,8,2024,여름
41,Drama,aespa,36956630,202408,댄스,8,2024,여름
42,사랑인가 봐,멜로망스,34657844,202408,발라드,8,2024,여름
43,SHEESH,BABYMONSTER,37373808,202408,R&B,8,2024,여름
44,Spicy,aespa,36416114,202408,댄스,8,2024,여름
45,주저하는 연인들을 위해,잔나비,31666417,202408,인디,8,2024,여름
46,인사,범진,34451383,202408,발라드,8,2024,여름
47,청혼하지 않을 이유를 못 찾았어,이무진,37375706,202408,발라드,8,2024,여름
48,사건의 지평선,윤하 (YOUNHA),34819473,202408,록,8,2024,여름
49,퀸카 (Queencard),i-dle (아이들),36430773,202408,댄스,8,2024,여름
50,LOVE DIVE,IVE (아이브),34847378,202408,댄스,8,2024,여름
51,Girls Never Die,tripleS (트리플에스),37497123,202408,댄스,8,2024,여름
52,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),36110996,202408,댄스,8,2024,여름
53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,30962526,202408,발라드,8,2024,여름
54,사막에서 꽃을 피우듯,우디 (Woody),36616378,202408,발라드,8,2024,여름
55,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),32061975,202408,발라드,8,2024,여름
56,Perfect Night,LE SSERAFIM (르세라핌),36910957,202408,댄스,8,2024,여름
57,Love Lee,AKMU (악뮤),36713849,202408,댄스,8,2024,여름
58,OMG,NewJeans,35985167,202408,댄스,8,2024,여름
59,다정히 내 이름을 부르면,"경서예지, 전건호",33496587,202408,발라드,8,2024,여름
60,Accendio,IVE (아이브),37463573,202408,댄스,8,2024,여름
61,I Don't Think That I Like Her,Charlie Puth,35640751,202408,기타,8,2024,여름
62,Love 119,RIIZE,37098744,202408,댄스,8,2024,여름
63,Get A Guitar,RIIZE,36717264,202408,댄스,8,2024,여름
64,WAY 4 LUV,PLAVE,37248283,202408,록,8,2024,여름
65,그랬나봐,유회승 (엔플라잉),37489444,202408,발라드,8,2024,여름
66,Cosmic,Red Velvet (레드벨벳),37660874,202408,댄스,8,2024,여름
67,취중고백,김민석 (멜로망스),34431086,202408,발라드,8,2024,여름
68,Dynamite,방탄소년단,32872978,202408,댄스,8,2024,여름
69,MANIAC,VIVIZ (비비지),36930793,202408,댄스,8,2024,여름
70,꿈,태연 (TAEYEON),37064763,202408,발라드,8,2024,여름
71,Midas Touch,KISS OF LIFE,37379018,202408,댄스,8,2024,여름
72,네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),37668675,202408,록,8,2024,여름
73,우리들의 블루스,임영웅,34908740,202408,발라드,8,2024,여름
74,봄눈,10CM,37526257,202408,발라드,8,2024,여름
75,MAESTRO,세븐틴 (SEVENTEEN),37462977,202408,댄스,8,2024,여름
76,온기,임영웅,37491072,202408,발라드,8,2024,여름
77,삐그덕 (Walk),NCT 127,37745462,202408,댄스,8,2024,여름
78,봄날,방탄소년단,30244931,202408,기타,8,2024,여름
79,Lucky Girl Syndrome,아일릿(ILLIT),37347913,202408,댄스,8,2024,여름
80,모래 알갱이,임영웅,36502910,202408,발라드,8,2024,여름
81,우리 영화,PLAVE,37248286,202408,기타,8,2024,여름
82,내가 그댈,하동균,37659315,202408,R&B,8,2024,여름
83,EASY,LE SSERAFIM (르세라핌),37225604,202408,기타,8,2024,여름
84,다시 만날 수 있을까,임영웅,35008524,202408,발라드,8,2024,여름
85,이제 나만 믿어요,임영웅,32508053,202408,기타,8,2024,여름
86,Right Now,NewJeans,37639980,202408,기타,8,2024,여름
87,Home,임영웅,37491071,202408,댄스,8,2024,여름
88,Live My Life,aespa,37524049,202408,록,8,2024,여름
89,Impossible,RIIZE,37431365,202408,댄스,8,2024,여름
90,From,PLAVE,37248285,202408,발라드,8,2024,여름
91,무지개,임영웅,35008525,202408,록,8,2024,여름
92,Do or Die,임영웅,36855841,202408,댄스,8,2024,여름
93,Cruel Summer,Taylor Swift,32006701,202408,기타,8,2024,여름
94,London Boy,임영웅,35834583,202408,록,8,2024,여름
95,사랑하지 않아서 그랬어,임한별,36334401,202408,발라드,8,2024,여름
96,Siren,RIIZE,37378932,202408,댄스,8,2024,여름
97,Watch Me Woo!,PLAVE,37248282,202408,록,8,2024,여름
98,Polaroid,임영웅,35834584,202408,록,8,2024,여름
99,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,36595401,202408,발라드,8,2024,여름
100,인생찬가,임영웅,35008534,202408,발라드,8,2024,여름
1,Supernova,aespa,37524037,202407,댄스,7,2024,여름
2,Small girl (feat. 도경수(D.O.)),이영지,37657039,202407,기타,7,2024,여름
3,How Sweet,NewJeans,37563682,202407,댄스,7,2024,여름
4,소나기,이클립스 (ECLIPSE),37390939,202407,발라드,7,2024,여름
5,Supernatural,NewJeans,37659322,202407,기타,7,2024,여름
6,고민중독,QWER,37373234,202407,록,7,2024,여름
7,Bubble Gum,NewJeans,37464459,202407,댄스,7,2024,여름
8,Armageddon,aespa,37524038,202407,댄스,7,2024,여름
9,SPOT! (feat. JENNIE),지코 (ZICO),37460832,202407,기타,7,2024,여름
10,한 페이지가 될 수 있게,DAY6 (데이식스),31927275,202407,록,7,2024,여름
11,해야 (HEYA),IVE (아이브),37463572,202407,댄스,7,2024,여름
12,Magnetic,아일릿(ILLIT),37347911,202407,댄스,7,2024,여름
13,나는 아픈 건 딱 질색이니까,i-dle (아이들),37138469,202407,댄스,7,2024,여름
14,Sticky,KISS OF LIFE,37693124,202407,댄스,7,2024,여름
15,첫 만남은 계획대로 되지 않아,TWS (투어스),37140709,202407,댄스,7,2024,여름
16,예뻤어,DAY6 (데이식스),30232719,202407,록,7,2024,여름
17,천상연,이창섭,37228861,202407,발라드,7,2024,여름
18,Welcome to the Show,DAY6 (데이식스),37323943,202407,록,7,2024,여름
19,에피소드,이무진,37053556,202407,록,7,2024,여름
20,미안해 미워해 사랑해,Crush,37344905,202407,발라드,7,2024,여름
21,클락션 (Klaxon),i-dle (아이들),37737619,202407,댄스,7,2024,여름
22,Boom Boom Bass,RIIZE,37640352,202407,댄스,7,2024,여름
23,Love wins all,아이유,37145732,202407,발라드,7,2024,여름
24,Hype Boy,NewJeans,35454426,202407,댄스,7,2024,여름
25,비의 랩소디,임재현,37023625,202407,발라드,7,2024,여름
26,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),36699489,202407,발라드,7,2024,여름
27,슬픈 초대장,순순희(지환),37069064,202407,발라드,7,2024,여름
28,SHEESH,BABYMONSTER,37373808,202407,R&B,7,2024,여름
29,I AM,IVE (아이브),36356993,202407,댄스,7,2024,여름
30,오래된 노래,"허각, 임한별, 이무진, 이진성 (먼데이 키즈), 김희재, #안녕",37635628,202407,발라드,7,2024,여름
31,밤양갱,비비 (BIBI),37194943,202407,R&B,7,2024,여름
32,ETA,NewJeans,36635522,202407,댄스,7,2024,여름
33,헤어지자 말해요,박재정,36382580,202407,발라드,7,2024,여름
34,Seven (feat. Latto) - Clean Ver.,정국,36617841,202407,댄스,7,2024,여름
35,Super Shy,NewJeans,36599950,202407,댄스,7,2024,여름
36,To. X,태연 (TAEYEON),37003911,202407,R&B,7,2024,여름
37,내가 S면 넌 나의 N이 되어줘,TWS (투어스),37667860,202407,댄스,7,2024,여름
38,사랑은 늘 도망가,임영웅,34061322,202407,발라드,7,2024,여름
39,Drama,aespa,36956630,202407,댄스,7,2024,여름
40,Attention,NewJeans,35454425,202407,댄스,7,2024,여름
41,Ditto,NewJeans,35945927,202407,댄스,7,2024,여름
42,너의 모든 순간,성시경,4446485,202407,발라드,7,2024,여름
43,사랑인가 봐,멜로망스,34657844,202407,발라드,7,2024,여름
44,청혼하지 않을 이유를 못 찾았어,이무진,37375706,202407,발라드,7,2024,여름
45,Spicy,aespa,36416114,202407,댄스,7,2024,여름
46,인사,범진,34451383,202407,발라드,7,2024,여름
47,그랬나봐,유회승 (엔플라잉),37489444,202407,발라드,7,2024,여름
48,주저하는 연인들을 위해,잔나비,31666417,202407,인디,7,2024,여름
49,네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),37668675,202407,록,7,2024,여름
50,퀸카 (Queencard),i-dle (아이들),36430773,202407,댄스,7,2024,여름
51,Love 119,RIIZE,37098744,202407,댄스,7,2024,여름
52,사막에서 꽃을 피우듯,우디 (Woody),36616378,202407,발라드,7,2024,여름
53,사건의 지평선,윤하 (YOUNHA),34819473,202407,록,7,2024,여름
54,Girls Never Die,tripleS (트리플에스),37497123,202407,댄스,7,2024,여름
55,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),36110996,202407,댄스,7,2024,여름
56,OMG,NewJeans,35985167,202407,댄스,7,2024,여름
57,Accendio,IVE (아이브),37463573,202407,댄스,7,2024,여름
58,Perfect Night,LE SSERAFIM (르세라핌),36910957,202407,댄스,7,2024,여름
59,Get A Guitar,RIIZE,36717264,202407,댄스,7,2024,여름
60,LOVE DIVE,IVE (아이브),34847378,202407,댄스,7,2024,여름
61,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),32061975,202407,발라드,7,2024,여름
62,Midas Touch,KISS OF LIFE,37379018,202407,댄스,7,2024,여름
63,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,30962526,202407,발라드,7,2024,여름
64,Love Lee,AKMU (악뮤),36713849,202407,댄스,7,2024,여름
65,MANIAC,VIVIZ (비비지),36930793,202407,댄스,7,2024,여름
66,I Don't Think That I Like Her,Charlie Puth,35640751,202407,기타,7,2024,여름
67,Cosmic,Red Velvet (레드벨벳),37660874,202407,댄스,7,2024,여름
68,MAESTRO,세븐틴 (SEVENTEEN),37462977,202407,댄스,7,2024,여름
69,취중고백,김민석 (멜로망스),34431086,202407,발라드,7,2024,여름
70,다정히 내 이름을 부르면,"경서예지, 전건호",33496587,202407,발라드,7,2024,여름
71,Dynamite,방탄소년단,32872978,202407,댄스,7,2024,여름
72,봄눈,10CM,37526257,202407,발라드,7,2024,여름
73,꿈,태연 (TAEYEON),37064763,202407,발라드,7,2024,여름
74,우리들의 블루스,임영웅,34908740,202407,발라드,7,2024,여름
75,Right Now,NewJeans,37639980,202407,기타,7,2024,여름
76,EASY,LE SSERAFIM (르세라핌),37225604,202407,기타,7,2024,여름
77,Lucky Girl Syndrome,아일릿(ILLIT),37347913,202407,댄스,7,2024,여름
78,온기,임영웅,37491072,202407,발라드,7,2024,여름
79,내가 그댈,하동균,37659315,202407,R&B,7,2024,여름
80,봄날,방탄소년단,30244931,202407,기타,7,2024,여름
81,Impossible,RIIZE,37431365,202407,댄스,7,2024,여름
82,모래 알갱이,임영웅,36502910,202407,발라드,7,2024,여름
83,사랑하지 않아서 그랬어,임한별,36334401,202407,발라드,7,2024,여름
84,다시 만날 수 있을까,임영웅,35008524,202407,발라드,7,2024,여름
85,Siren,RIIZE,37378932,202407,댄스,7,2024,여름
86,Home,임영웅,37491071,202407,댄스,7,2024,여름
87,WAY 4 LUV,PLAVE,37248283,202407,록,7,2024,여름
88,이제 나만 믿어요,임영웅,32508053,202407,기타,7,2024,여름
89,Run Run,이클립스 (ECLIPSE),37390940,202407,록,7,2024,여름
90,Smart,LE SSERAFIM (르세라핌),37225606,202407,R&B,7,2024,여름
91,손오공,세븐틴 (SEVENTEEN),36391236,202407,댄스,7,2024,여름
92,무지개,임영웅,35008525,202407,록,7,2024,여름
93,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,36595401,202407,발라드,7,2024,여름
94,Do or Die,임영웅,36855841,202407,댄스,7,2024,여름
95,심(心),DK(디셈버),36180700,202407,록,7,2024,여름
96,그대가 내 안에 박혔다(그내박),순순희(기태),36062335,202407,발라드,7,2024,여름
97,London Boy,임영웅,35834583,202407,록,7,2024,여름
98,Polaroid,임영웅,35834584,202407,록,7,2024,여름
99,인생찬가,임영웅,35008534,202407,발라드,7,2024,여름
100,우리 영화,PLAVE,37248286,202407,기타,7,2024,여름
1,Supernova,aespa,37524037,202406,댄스,6,2024,여름
2,How Sweet,NewJeans,37563682,202406,댄스,6,2024,여름
3,Bubble Gum,NewJeans,37464459,202406,댄스,6,2024,여름
4,소나기,이클립스 (ECLIPSE),37390939,202406,발라드,6,2024,여름
5,SPOT! (feat. JENNIE),지코 (ZICO),37460832,202406,기타,6,2024,여름
6,고민중독,QWER,37373234,202406,록,6,2024,여름
7,해야 (HEYA),IVE (아이브),37463572,202406,댄스,6,2024,여름
8,Magnetic,아일릿(ILLIT),37347911,202406,댄스,6,2024,여름
9,Armageddon,aespa,37524038,202406,댄스,6,2024,여름
10,나는 아픈 건 딱 질색이니까,i-dle (아이들),37138469,202406,댄스,6,2024,여름
11,첫 만남은 계획대로 되지 않아,TWS (투어스),37140709,202406,댄스,6,2024,여름
12,미안해 미워해 사랑해,Crush,37344905,202406,발라드,6,2024,여름
13,한 페이지가 될 수 있게,DAY6 (데이식스),31927275,202406,록,6,2024,여름
14,천상연,이창섭,37228861,202406,발라드,6,2024,여름
15,예뻤어,DAY6 (데이식스),30232719,202406,록,6,2024,여름
16,에피소드,이무진,37053556,202406,록,6,2024,여름
17,SHEESH,BABYMONSTER,37373808,202406,R&B,6,2024,여름
18,Love wins all,아이유,37145732,202406,발라드,6,2024,여름
19,비의 랩소디,임재현,37023625,202406,발라드,6,2024,여름
20,밤양갱,비비 (BIBI),37194943,202406,R&B,6,2024,여름
21,Hype Boy,NewJeans,35454426,202406,댄스,6,2024,여름
22,Welcome to the Show,DAY6 (데이식스),37323943,202406,록,6,2024,여름
23,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),36699489,202406,발라드,6,2024,여름
24,To. X,태연 (TAEYEON),37003911,202406,R&B,6,2024,여름
25,I AM,IVE (아이브),36356993,202406,댄스,6,2024,여름
26,ETA,NewJeans,36635522,202406,댄스,6,2024,여름
27,Drama,aespa,36956630,202406,댄스,6,2024,여름
28,Small girl (feat. 도경수(D.O.)),이영지,37657039,202406,기타,6,2024,여름
29,헤어지자 말해요,박재정,36382580,202406,발라드,6,2024,여름
30,Super Shy,NewJeans,36599950,202406,댄스,6,2024,여름
31,Seven (feat. Latto) - Clean Ver.,정국,36617841,202406,댄스,6,2024,여름
32,사랑은 늘 도망가,임영웅,34061322,202406,발라드,6,2024,여름
33,슬픈 초대장,순순희(지환),37069064,202406,발라드,6,2024,여름
34,Ditto,NewJeans,35945927,202406,댄스,6,2024,여름
35,MAESTRO,세븐틴 (SEVENTEEN),37462977,202406,댄스,6,2024,여름
36,그랬나봐,유회승 (엔플라잉),37489444,202406,발라드,6,2024,여름
37,사랑인가 봐,멜로망스,34657844,202406,발라드,6,2024,여름
38,너의 모든 순간,성시경,4446485,202406,발라드,6,2024,여름
39,Spicy,aespa,36416114,202406,댄스,6,2024,여름
40,Attention,NewJeans,35454425,202406,댄스,6,2024,여름
41,인사,범진,34451383,202406,발라드,6,2024,여름
42,봄눈,10CM,37526257,202406,발라드,6,2024,여름
43,Accendio,IVE (아이브),37463573,202406,댄스,6,2024,여름
44,Perfect Night,LE SSERAFIM (르세라핌),36910957,202406,댄스,6,2024,여름
45,EASY,LE SSERAFIM (르세라핌),37225604,202406,기타,6,2024,여름
46,Love 119,RIIZE,37098744,202406,댄스,6,2024,여름
47,Girls Never Die,tripleS (트리플에스),37497123,202406,댄스,6,2024,여름
48,청혼하지 않을 이유를 못 찾았어,이무진,37375706,202406,발라드,6,2024,여름
49,Midas Touch,KISS OF LIFE,37379018,202406,댄스,6,2024,여름
50,OMG,NewJeans,35985167,202406,댄스,6,2024,여름
51,MANIAC,VIVIZ (비비지),36930793,202406,댄스,6,2024,여름
52,Lucky Girl Syndrome,아일릿(ILLIT),37347913,202406,댄스,6,2024,여름
53,Smart,LE SSERAFIM (르세라핌),37225606,202406,R&B,6,2024,여름
54,퀸카 (Queencard),i-dle (아이들),36430773,202406,댄스,6,2024,여름
55,사막에서 꽃을 피우듯,우디 (Woody),36616378,202406,발라드,6,2024,여름
56,주저하는 연인들을 위해,잔나비,31666417,202406,인디,6,2024,여름
57,Love Lee,AKMU (악뮤),36713849,202406,댄스,6,2024,여름
58,사건의 지평선,윤하 (YOUNHA),34819473,202406,록,6,2024,여름
59,Get A Guitar,RIIZE,36717264,202406,댄스,6,2024,여름
60,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),36110996,202406,댄스,6,2024,여름
61,LOVE DIVE,IVE (아이브),34847378,202406,댄스,6,2024,여름
62,Run Run,이클립스 (ECLIPSE),37390940,202406,록,6,2024,여름
63,우리들의 블루스,임영웅,34908740,202406,발라드,6,2024,여름
64,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),32061975,202406,발라드,6,2024,여름
65,I Don't Think That I Like Her,Charlie Puth,35640751,202406,기타,6,2024,여름
66,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,30962526,202406,발라드,6,2024,여름
67,꿈,태연 (TAEYEON),37064763,202406,발라드,6,2024,여름
68,취중고백,김민석 (멜로망스),34431086,202406,발라드,6,2024,여름
69,다정히 내 이름을 부르면,"경서예지, 전건호",33496587,202406,발라드,6,2024,여름
70,사랑하지 않아서 그랬어,임한별,36334401,202406,발라드,6,2024,여름
71,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,36595401,202406,발라드,6,2024,여름
72,그대가 내 안에 박혔다(그내박),순순희(기태),36062335,202406,발라드,6,2024,여름
73,Dynamite,방탄소년단,32872978,202406,댄스,6,2024,여름
74,Impossible,RIIZE,37431365,202406,댄스,6,2024,여름
75,손오공,세븐틴 (SEVENTEEN),36391236,202406,댄스,6,2024,여름
76,심(心),DK(디셈버),36180700,202406,록,6,2024,여름
77,온기,임영웅,37491072,202406,발라드,6,2024,여름
78,Siren,RIIZE,37378932,202406,댄스,6,2024,여름
